Date,Open,High,Low,Close,Volume
2015-01-06,116.22,117.5,115.8,117.12,11238313
2015-01-07,116.47,116.88,116.17,116.43,6434196
2015-01-08,116.45,116.87,115.85,115.94,7033675
2015-01-09,116.51,117.34,116.5,117.26,7962886
2015-01-12,117.46,118.71,117.32,118.56,8318211
2015-01-13,118.96,119.19,117.87,118.16,7693200
2015-01-14,119.08,119.32,117.9,117.97,7727403
2015-01-15,120.41,121.7,120.34,120.94,17692548
2015-01-16,121.73,123.15,121.7,122.52,14428223
2015-01-20,123.63,124.6,123.49,124.2,14968636
2015-01-21,125.18,125.34,123.37,124.23,11082739
2015-01-22,125.07,125.58,124.14,125.23,10518355
2015-01-23,124.43,124.5,123.35,124.23,6270911
2015-01-26,123.33,123.34,122.52,122.99,6768646
2015-01-27,123.56,124.64,123.51,124.4,9584838
2015-01-28,123.52,123.89,122.94,123.42,8470574
2015-01-29,121.99,122.29,120.26,120.76,11997964
2015-01-30,121.3,123.55,120.92,123.45,14555862
2015-02-02,121.84,123.16,121.82,122.42,8885189
2015-02-03,121.74,121.76,120.56,121.05,8255863
2015-02-04,121.63,122.22,120.92,121.58,5386747
2015-02-05,120.98,121.83,120.61,121.79,6879945
2015-02-06,119.15,119.52,117.95,118.64,13206906
2015-02-09,118.83,119.4,118.77,119.17,5237181
2015-02-10,118.63,119.06,118.21,118.47,4086321
2015-02-11,118.49,118.57,117.0,117.07,6784397
2015-02-12,117.68,117.82,117.09,117.34,4344444
2015-02-13,118.05,118.58,117.79,117.98,4108870
2015-02-17,116.4,116.54,115.58,116.01,7225154
2015-02-18,115.99,116.53,114.99,116.34,8336029
2015-02-19,116.4,116.54,115.74,115.94,6528724
2015-02-20,116.1,116.46,115.05,115.28,6681734
2015-02-23,115.11,116.22,115.07,115.43,4812393
2015-02-24,115.0,115.55,114.29,115.26,7612919
2015-02-25,115.83,115.89,115.33,115.7,5032535
2015-02-26,116.54,116.55,115.83,116.07,4025356
2015-02-27,116.74,117.07,116.16,116.16,8255636
2015-03-02,116.5,116.64,115.62,115.68,7993280
2015-03-03,116.04,116.61,115.35,115.47,4738347
2015-03-04,115.7,115.79,115.02,115.11,4762403
2015-03-05,115.43,116.12,114.84,115.0,5872197
2015-03-06,113.17,113.26,111.7,111.86,11190846
2015-03-09,112.42,112.62,111.95,111.97,5534011
2015-03-10,112.09,112.35,111.22,111.42,7019781
2015-03-11,111.23,111.25,110.16,110.75,6550445
2015-03-12,111.15,111.2,110.25,110.72,6631459
2015-03-13,111.1,111.28,110.51,110.88,4557576
2015-03-16,111.09,111.2,110.42,110.81,3265305
2015-03-17,109.92,111.35,109.77,110.21,8923264
2015-03-18,110.33,112.87,110.09,112.37,12448040
2015-03-19,111.85,112.58,111.58,112.29,6537743
2015-03-20,112.71,114.0,112.67,113.57,8033444
2015-03-23,113.7,114.37,113.49,114.29,4240258
2015-03-24,114.35,114.65,113.82,114.57,2979338
2015-03-25,115.11,115.14,114.65,114.73,3021437
2015-03-26,115.73,115.84,115.34,115.48,5495161
2015-03-27,115.14,115.36,114.45,115.06,4921741
2015-03-30,113.9,114.01,113.54,113.75,4383858
2015-03-31,113.84,114.28,113.41,113.66,4383314
2015-04-01,114.56,115.99,114.54,115.6,7324008
2015-04-02,115.47,115.72,114.68,115.28,3884072
2015-04-06,117.32,117.47,116.52,116.69,5914163
2015-04-07,116.27,116.51,115.94,116.11,2468498
2015-04-08,115.98,116.03,114.9,115.47,5568527
2015-04-09,114.8,114.85,114.48,114.67,4707044
2015-04-10,116.0,116.19,115.5,115.97,3932404
2015-04-13,115.35,115.39,114.8,115.14,3190149
2015-04-14,114.69,115.07,114.39,114.44,3651459
2015-04-15,114.8,115.6,114.47,115.43,3655950
2015-04-16,115.55,115.66,114.64,115.03,3132336
2015-04-17,115.38,115.79,115.23,115.6,3496313
2015-04-20,114.82,114.95,114.32,114.72,3932756
2015-04-21,114.72,115.56,114.65,115.38,3317715
2015-04-22,114.83,114.96,113.77,113.83,5695960
2015-04-23,113.9,114.96,113.81,114.66,3459495
2015-04-24,113.96,114.07,112.77,113.05,7152913
2015-04-27,113.87,115.82,113.67,115.33,7487557
2015-04-28,115.36,116.62,115.34,116.33,8054361
2015-04-29,116.06,116.39,115.28,115.51,7170477
2015-04-30,113.88,113.88,112.96,113.47,9440253
2015-05-01,112.42,113.31,112.28,113.08,7597006
2015-05-04,114.18,114.44,113.88,114.1,3648052
2015-05-05,114.89,115.11,114.39,114.42,3856520
2015-05-06,114.59,114.75,114.02,114.36,3280733
2015-05-07,113.84,114.01,113.32,113.42,5455090
2015-05-08,114.34,114.43,113.59,113.97,9964072
2015-05-11,114.09,114.31,113.08,113.53,2916745
2015-05-12,114.1,114.67,114.06,114.5,3256715
2015-05-13,115.74,116.93,115.68,116.55,11768224
2015-05-14,117.28,117.75,117.03,117.18,6923017
2015-05-15,116.8,117.63,116.68,117.53,4447333
2015-05-18,117.78,117.88,117.27,117.52,5079850
2015-05-19,116.55,116.73,115.65,115.89,5052147
2015-05-20,116.03,116.38,115.76,116.08,4432556
2015-05-21,115.53,116.0,115.47,115.69,2514693
2015-05-22,115.51,115.93,115.32,115.6,1780191
2015-05-26,113.84,114.23,113.7,113.91,5769580
2015-05-27,113.78,114.01,113.63,113.89,2681069
2015-05-28,113.85,114.16,113.21,114.02,5266016
2015-05-29,114.14,114.48,114.0,114.1,3407489
2015-06-01,115.02,115.5,113.9,114.0,8254034
2015-06-02,114.36,114.64,114.17,114.46,3988639
2015-06-03,114.13,114.37,113.08,113.64,4886054
2015-06-04,112.98,113.15,112.48,112.84,5566618
2015-06-05,111.6,112.39,111.57,112.24,5561283
2015-06-08,112.39,112.66,112.13,112.57,3122078
2015-06-09,113.15,113.23,112.71,112.82,3529924
2015-06-10,114.14,114.14,113.69,113.78,5452863
2015-06-11,113.27,113.41,112.92,113.26,4434731
2015-06-12,113.06,113.5,112.96,113.23,2998483
2015-06-15,113.28,114.15,113.21,113.73,5055086
2015-06-16,113.08,113.45,112.79,113.32,4033268
2015-06-17,113.07,114.04,112.63,113.85,6455983
2015-06-18,115.19,115.61,114.89,115.32,8041255
2015-06-19,115.34,115.46,114.95,115.12,4611647
2015-06-22,113.79,113.94,113.34,113.64,5763662
2015-06-23,112.96,113.17,112.79,112.89,4522797
2015-06-24,112.48,112.74,112.31,112.59,2975539
2015-06-25,112.43,112.71,112.32,112.44,2904711
2015-06-26,112.2,112.68,112.13,112.56,4392589
2015-06-29,112.81,113.23,112.53,113.07,5820226
2015-06-30,112.24,113.05,111.84,112.37,7897042
2015-07-01,112.12,112.51,111.94,111.98,4409026
2015-07-02,111.66,111.84,111.41,111.76,3838553
2015-07-06,111.71,112.58,111.63,112.06,4259775
2015-07-07,111.08,111.14,110.05,110.76,9073403
2015-07-08,111.38,111.65,111.08,111.09,5694941
2015-07-09,111.8,111.93,111.15,111.36,3802857
2015-07-10,111.18,111.71,111.03,111.49,3594918
2015-07-13,110.43,111.14,110.36,110.99,4279310
2015-07-14,111.0,111.08,110.63,110.74,2600955
2015-07-15,110.0,110.19,109.58,110.16,9286201
2015-07-16,109.67,110.01,109.6,109.76,4629683
2015-07-17,109.11,109.16,108.4,108.65,14858273
2015-07-20,106.6,106.65,105.62,105.7,15751735
2015-07-21,105.81,106.32,105.25,105.37,10519791
2015-07-22,104.39,105.09,104.18,104.8,8349201
2015-07-23,104.98,105.3,104.2,104.33,5779289
2015-07-24,103.61,105.59,103.43,105.35,11572679
2015-07-27,104.94,105.68,104.66,104.86,10690142
2015-07-28,105.09,105.33,104.83,105.02,5549222
2015-07-29,104.93,105.63,104.49,105.17,5616909
2015-07-30,104.03,104.97,103.86,104.27,6651960
2015-07-31,105.41,105.75,104.69,104.93,6689175
2015-08-03,104.59,104.82,104.05,104.1,3528596
2015-08-04,104.56,104.75,103.95,104.31,3241016
2015-08-05,104.42,104.5,103.78,103.93,5041015
2015-08-06,104.15,104.86,104.14,104.39,3908124
2015-08-07,104.56,105.38,104.55,104.65,4400915
2015-08-10,105.03,106.27,104.92,105.72,5892602
2015-08-11,106.49,106.63,105.77,106.26,4060892
2015-08-12,106.99,107.91,106.93,107.75,10022547
2015-08-13,106.95,107.18,106.71,106.86,4761682
2015-08-14,107.07,107.41,106.54,106.85,3509238
2015-08-17,107.37,107.51,107.0,107.13,5769080
2015-08-18,106.67,107.33,106.31,107.11,4121839
2015-08-19,107.63,108.67,107.63,108.55,7035087
2015-08-20,109.81,110.61,109.7,110.44,12474567
2015-08-21,110.93,111.33,110.12,111.13,13853508
2015-08-24,111.54,112.12,109.77,110.53,18045519
2015-08-25,110.01,110.05,108.72,109.16,9158491
2015-08-26,107.72,108.06,107.08,107.67,10720637
2015-08-27,107.33,108.04,107.11,107.73,8065122
2015-08-28,108.17,109.3,108.12,108.7,7515493
2015-08-31,108.19,108.92,108.03,108.82,4258540
2015-09-01,109.63,109.77,108.94,109.2,7068364
2015-09-02,109.01,109.34,108.46,108.62,4097891
2015-09-03,107.77,108.32,107.56,107.84,3842965
2015-09-04,107.14,107.56,107.07,107.49,4020398
2015-09-08,107.6,107.94,107.31,107.52,5829059
2015-09-09,106.64,106.71,105.48,106.13,8835660
2015-09-10,106.61,106.7,106.18,106.38,5410432
2015-09-11,105.65,106.2,105.27,106.16,4023312
2015-09-14,105.86,106.39,105.78,106.22,2349608
2015-09-15,105.83,106.06,105.68,105.9,2897582
2015-09-16,106.6,107.71,106.56,107.31,5243361
2015-09-17,107.07,108.58,106.96,108.41,6817146
2015-09-18,109.1,109.38,108.82,109.21,6776306
2015-09-21,108.49,108.66,108.33,108.53,4073643
2015-09-22,107.58,107.96,107.44,107.79,5478097
2015-09-23,108.54,108.64,108.2,108.22,2730372
2015-09-24,109.67,110.82,109.63,110.49,9150787
2015-09-25,109.87,110.03,109.55,109.81,4987797
2015-09-28,108.37,108.91,108.27,108.42,3797090
2015-09-29,108.24,108.69,107.88,107.98,3989148
2015-09-30,106.78,107.08,106.47,106.86,7247913
2015-10-01,106.98,107.21,106.63,106.73,4232628
2015-10-02,108.54,109.32,108.54,108.99,7715321
2015-10-05,109.14,109.38,108.46,108.77,5489027
2015-10-06,109.8,110.26,109.63,109.86,7464661
2015-10-07,109.75,110.14,109.34,109.7,5355239
2015-10-08,109.16,110.27,109.06,109.14,4997821
2015-10-09,110.54,111.05,110.23,110.87,6886452
2015-10-12,111.67,111.73,111.01,111.31,5615037
2015-10-13,111.36,111.87,111.28,111.86,4776688
2015-10-14,112.63,113.95,112.3,113.81,9683388
2015-10-15,113.2,113.99,112.94,113.31,13734146
2015-10-16,113.24,113.44,112.43,112.49,6678560
2015-10-19,112.64,112.69,111.89,112.02,3936314
2015-10-20,112.38,113.09,112.38,112.73,4890565
2015-10-21,112.37,112.37,111.41,111.73,3890732
2015-10-22,111.52,112.21,111.43,111.69,3432065
2015-10-23,111.81,111.84,110.96,111.5,4743030
2015-10-26,111.73,111.98,111.33,111.43,2570712
2015-10-27,111.31,111.81,111.29,111.68,2644025
2015-10-28,112.68,113.25,110.31,110.78,8128546
2015-10-29,110.23,110.6,109.66,109.72,5148315
2015-10-30,109.5,109.58,109.06,109.3,5540578
2015-11-02,108.64,108.84,108.46,108.59,5833868
2015-11-03,107.79,107.81,106.68,106.98,7087371
2015-11-04,107.02,107.09,105.92,105.97,7396518
2015-11-05,106.01,106.1,105.58,105.64,5924922
2015-11-06,104.17,104.42,104.02,104.1,8822009
2015-11-09,104.29,104.58,104.19,104.4,3890462
2015-11-10,104.09,104.65,103.87,104.18,4427915
2015-11-11,104.09,104.23,103.78,103.83,3311432
2015-11-12,103.09,104.32,103.04,103.85,6297410
2015-11-13,103.54,103.74,103.45,103.56,3177545
2015-11-16,103.98,104.03,103.52,103.71,2949509
2015-11-17,103.38,103.4,101.98,102.34,8591823
2015-11-18,102.39,102.95,102.04,102.43,5038480
2015-11-19,103.07,104.09,103.07,103.56,4853529
2015-11-20,103.58,103.66,102.97,103.09,5780943
2015-11-23,102.48,102.75,102.16,102.26,4040696
2015-11-24,103.12,103.25,102.69,102.94,3479351
2015-11-25,102.47,102.69,102.21,102.46,2931291
2015-11-27,101.01,101.62,100.99,101.25,4992078
2015-11-30,101.53,102.38,101.52,101.92,6380688
2015-12-01,102.3,102.43,101.81,102.28,4644136
2015-12-02,101.35,101.35,100.53,100.69,10205253
2015-12-03,101.23,101.97,100.84,101.76,6499935
2015-12-04,102.74,104.21,102.65,104.02,10670249
2015-12-07,103.32,103.37,102.5,102.67,4393461
2015-12-08,103.13,103.26,102.53,102.84,3412291
2015-12-09,103.63,103.66,102.32,102.64,6026283
2015-12-10,102.51,102.82,102.34,102.55,3853545
2015-12-11,101.91,103.32,101.85,103.11,6798411
2015-12-14,102.58,102.72,101.74,101.79,5536914
2015-12-15,101.71,102.06,101.41,101.52,6831064
2015-12-16,102.59,103.2,101.66,102.75,8292194
2015-12-17,100.92,100.99,100.23,100.5,10156223
2015-12-18,101.35,102.53,101.3,102.04,8345864
2015-12-21,102.95,103.52,102.83,103.15,6378892
2015-12-22,103.09,103.2,102.56,102.61,4123512
2015-12-23,102.4,102.59,102.21,102.31,2821380
2015-12-24,102.82,103.05,102.77,103.05,1710153
2015-12-28,102.48,102.6,102.03,102.27,3356190
2015-12-29,102.52,102.58,102.11,102.2,2832238
2015-12-30,101.47,101.6,101.34,101.42,3744959
2015-12-31,101.48,101.72,101.31,101.46,3823564
2016-01-04,103.13,103.67,102.48,102.89,6319555
2016-01-05,103.13,103.46,102.93,103.18,3500272
2016-01-06,104.37,104.8,103.93,104.67,9316599
2016-01-07,105.83,106.24,105.19,106.15,11730376
2016-01-08,105.48,105.8,105.04,105.68,7678153
2016-01-11,105.47,105.57,104.71,104.74,6272359
2016-01-12,104.09,104.59,103.65,104.21,5540231
2016-01-13,103.89,104.82,103.78,104.72,6820813
2016-01-14,103.75,104.18,102.5,103.02,9988880
2016-01-15,104.92,104.96,103.96,104.08,10042922
2016-01-19,104.06,104.45,103.65,103.98,4587773
2016-01-20,105.17,106.16,104.94,105.37,10099914
2016-01-21,104.99,105.49,104.52,105.49,5424168
2016-01-22,104.93,105.51,104.76,105.0,4170785
2016-01-25,105.76,106.09,105.6,106.08,6809104
2016-01-26,106.32,107.43,106.26,107.29,8436866
2016-01-27,106.86,107.93,106.65,107.69,7571641
2016-01-28,106.55,106.86,106.48,106.54,5912367
2016-01-29,106.61,107.0,106.26,106.95,8084942
2016-02-01,107.54,108.15,107.53,108.05,10076082
2016-02-02,107.92,108.18,107.35,108.09,6651733
2016-02-03,107.91,109.58,107.9,109.25,15678540
2016-02-04,110.45,110.7,109.92,110.57,13204016
2016-02-05,109.79,112.35,109.58,112.32,14421700
2016-02-08,113.67,114.87,113.39,113.83,27072692
2016-02-09,114.43,114.69,113.55,113.58,18053031
2016-02-10,113.92,114.52,112.98,114.46,13239875
2016-02-11,118.59,120.84,117.77,119.06,48811875
2016-02-12,118.12,118.74,117.88,118.36,16962344
2016-02-16,116.0,116.31,114.74,114.77,14482200
2016-02-17,115.47,116.07,114.89,115.48,10578173
2016-02-18,115.3,118.6,115.29,118.29,13430086
2016-02-19,117.26,117.96,117.1,117.58,14888135
2016-02-22,115.44,116.19,115.41,115.49,9916675
2016-02-23,116.68,117.42,116.52,117.22,9012567
2016-02-24,119.0,119.86,117.35,117.61,17754973
2016-02-25,117.62,118.91,117.54,117.92,12463602
2016-02-26,117.43,117.72,115.86,117.11,12493830
2016-02-29,117.59,118.7,117.53,118.64,11480531
2016-03-01,118.74,119.11,117.34,117.77,14129531
2016-03-02,118.34,118.97,118.07,118.68,8632239
2016-03-03,118.86,121.3,118.81,120.73,18670831
2016-03-04,121.13,122.37,120.22,120.54,16253961
2016-03-07,121.18,121.58,120.41,121.14,9346336
2016-03-08,121.79,121.88,120.47,120.58,11519401
2016-03-09,119.2,120.39,118.84,119.58,8535774
2016-03-10,120.5,121.76,120.42,121.5,18092635
2016-03-11,121.19,121.38,119.36,119.41,10285807
2016-03-14,120.27,120.31,117.5,117.87,14181810
2016-03-15,117.78,118.04,117.36,117.96,9941816
2016-03-16,117.42,120.76,117.34,120.59,17304837
2016-03-17,121.16,121.18,120.03,120.13,9716706
2016-03-18,119.59,120.34,119.51,119.8,9451872
2016-03-21,119.0,119.33,118.73,118.96,7238678
2016-03-22,119.73,120.16,118.96,119.31,6448321
2016-03-23,116.74,117.12,116.16,116.61,15971287
2016-03-24,116.77,116.94,116.3,116.33,6237227
2016-03-28,116.73,116.91,116.27,116.6,3736430
2016-03-29,117.36,118.81,116.8,118.76,14206307
2016-03-30,117.88,118.2,116.91,117.1,10644748
2016-03-31,118.16,118.39,117.6,117.64,9304476
2016-04-01,116.08,116.98,115.55,116.93,10393016
2016-04-04,116.67,116.73,116.07,116.15,7272321
2016-04-05,117.76,117.93,117.15,117.66,8855628
2016-04-06,116.7,117.38,116.26,116.94,7430116
2016-04-07,118.65,118.85,115.0,118.61,11807487
2016-04-08,118.07,118.77,117.98,118.43,9037877
2016-04-11,119.47,120.3,119.42,120.03,9828584
2016-04-12,120.23,120.34,119.55,120.05,9618828
2016-04-13,119.37,119.43,118.56,118.77,8288382
2016-04-14,118.09,118.19,116.95,117.11,13151278
2016-04-15,117.33,118.12,117.19,117.92,7751089
2016-04-18,118.53,118.56,117.63,117.74,5798758
2016-04-19,119.87,120.09,119.37,119.58,20470789
2016-04-20,119.67,120.08,118.72,118.97,10089103
2016-04-21,120.42,120.55,119.13,119.43,14591985
2016-04-22,118.71,119.02,117.28,117.89,9984027
2016-04-25,118.14,118.71,118.11,118.23,4362444
2016-04-26,118.79,118.89,118.45,118.7,9881728
2016-04-27,118.97,119.7,118.43,119.04,7965623
2016-04-28,119.92,121.42,119.73,121.29,15044339
2016-04-29,122.43,123.93,122.34,123.65,18687599
2016-05-02,123.78,123.96,123.04,123.24,12121320
2016-05-03,123.73,123.82,122.51,122.96,9051137
2016-05-04,122.85,123.23,121.51,122.21,9348660
2016-05-05,122.63,122.73,121.25,122.07,8826999
2016-05-06,122.83,123.8,122.59,123.18,11305739
2016-05-09,121.2,121.28,120.59,120.65,9197684
2016-05-10,120.74,121.38,120.08,120.98,9128616
2016-05-11,121.85,122.16,121.38,122.12,7571323
2016-05-12,122.02,122.39,121.0,121.16,7435863
2016-05-13,121.09,121.86,120.66,121.71,7664769
2016-05-16,122.93,122.97,121.38,121.8,7069755
2016-05-17,121.58,122.52,121.48,122.22,8578494
2016-05-18,121.22,121.92,119.88,120.1,13368732
2016-05-19,119.0,119.98,118.92,119.87,13604777
2016-05-20,120.19,120.32,119.31,119.71,10371500
2016-05-23,118.86,119.6,118.75,119.37,8601563
2016-05-24,118.17,118.23,117.25,117.3,12697313
2016-05-25,116.59,117.06,116.32,116.98,10487597
2016-05-26,117.57,117.63,116.39,116.58,5886269
2016-05-27,116.27,116.36,115.29,115.62,8677991
2016-05-31,115.76,116.4,115.5,116.06,8187605
2016-06-01,115.97,116.14,115.2,115.94,8399598
2016-06-02,115.78,115.97,115.58,115.67,4591562
2016-06-03,118.25,118.89,118.23,118.88,14605056
2016-06-06,118.89,119.17,118.46,118.92,9887863
2016-06-07,118.5,119.02,118.41,118.82,4602865
2016-06-08,120.3,120.78,120.23,120.58,11661736
2016-06-09,120.61,121.48,120.55,121.25,12173954
2016-06-10,121.55,122.1,121.18,121.74,13939966
2016-06-13,122.8,122.83,122.03,122.64,12594223
2016-06-14,123.0,123.06,122.3,122.77,11651694
2016-06-15,122.52,123.87,122.38,123.68,15053005
2016-06-16,125.17,125.67,122.23,122.38,26635004
2016-06-17,123.26,124.1,122.69,123.95,15573825
2016-06-20,122.26,123.33,122.13,123.21,11866200
2016-06-21,121.65,121.86,120.77,120.84,14585633
2016-06-22,120.83,121.25,120.68,120.9,7861000
2016-06-23,120.49,121.03,120.06,120.11,10704904
2016-06-24,126.62,126.82,125.0,126.01,35782892
2016-06-27,126.44,127.05,125.83,126.68,21400484
2016-06-28,125.56,126.02,125.06,125.32,16001451
2016-06-29,125.91,126.81,125.7,125.84,12218444
2016-06-30,125.95,126.52,125.5,126.47,15981577
2016-07-01,127.66,128.42,127.44,128.41,14940706
2016-07-05,128.8,129.59,128.17,129.47,19026247
2016-07-06,130.5,131.15,129.82,130.23,17376671
2016-07-07,129.82,130.12,128.98,129.74,16508526
2016-07-08,129.85,130.52,128.97,130.52,17634218
2016-07-11,129.49,129.9,129.16,129.29,10855630
2016-07-12,128.52,128.54,126.99,127.15,26459620
2016-07-13,128.0,128.43,127.61,128.32,7377686
2016-07-14,126.31,127.37,126.03,127.33,12132423
2016-07-15,126.38,127.19,126.33,126.84,13892073
2016-07-18,127.02,127.5,126.63,127.04,8489677
2016-07-19,126.95,127.35,126.82,127.21,5170665
2016-07-20,125.5,126.12,125.31,125.39,11777708
2016-07-21,125.66,127.37,125.6,127.3,9399212
2016-07-22,126.43,126.52,126.01,126.35,7716032
2016-07-25,125.53,126.21,125.11,125.47,13139408
2016-07-26,126.09,126.14,125.74,126.0,7613155
2016-07-27,126.79,128.12,126.04,128.03,17066363
2016-07-28,128.09,128.2,127.2,127.66,9261756
2016-07-29,128.42,129.41,127.88,128.98,13708194
2016-08-01,128.57,129.34,128.56,129.22,7109898
2016-08-02,130.04,130.55,129.94,130.27,7652767
2016-08-03,129.95,129.96,129.27,129.65,5010703
2016-08-04,130.01,130.28,129.82,129.87,4908131
2016-08-05,128.46,128.55,127.39,127.55,16205122
2016-08-08,127.29,127.7,127.27,127.44,6773804
2016-08-09,127.94,128.14,127.75,127.96,7500421
2016-08-10,129.12,129.2,128.15,128.56,6196202
2016-08-11,128.61,129.19,127.48,127.67,9763821
2016-08-12,129.12,129.26,127.2,127.4,15395846
2016-08-15,127.62,128.25,127.6,127.84,4530841
2016-08-16,128.12,129.04,128.0,128.47,8678143
2016-08-17,128.17,128.99,127.46,128.5,12034752
2016-08-18,128.89,129.17,128.58,129.11,9500636
2016-08-19,128.08,128.67,127.86,127.97,10660119
2016-08-22,127.63,127.92,127.45,127.78,8627222
2016-08-23,128.14,128.22,127.61,127.76,9038482
2016-08-24,126.92,126.97,126.3,126.34,13539655
2016-08-25,125.98,126.31,125.96,126.23,5926294
2016-08-26,126.88,128.11,125.82,126.05,17967738
2016-08-29,126.0,126.48,125.93,126.3,5562409
2016-08-30,125.73,125.95,124.88,125.03,9877044
2016-08-31,124.73,125.11,124.64,124.78,13324105
2016-09-01,124.67,125.51,124.55,125.29,12877745
2016-09-02,126.29,126.57,125.58,126.57,11278200
2016-09-06,127.4,129.08,127.27,128.71,15115279
2016-09-07,128.79,128.86,128.12,128.27,8859847
2016-09-08,128.16,128.52,127.4,127.59,10561791
2016-09-09,127.24,127.51,126.7,126.75,12485597
2016-09-12,126.31,126.92,125.97,126.59,11140336
2016-09-13,126.47,126.6,125.53,125.75,8866372
2016-09-14,126.1,126.54,126.03,126.18,5820694
2016-09-15,125.73,126.1,124.91,125.37,12978856
2016-09-16,124.81,125.24,124.67,125.06,18995065
2016-09-19,125.61,125.62,125.25,125.32,4959637
2016-09-20,125.31,125.59,125.17,125.44,5672021
2016-09-21,126.33,127.42,125.96,127.27,13646448
2016-09-22,127.57,128.2,127.5,127.57,15188007
2016-09-23,127.6,127.86,127.43,127.65,7702291
2016-09-26,127.96,128.04,127.42,127.55,5842740
2016-09-27,126.86,126.9,126.34,126.62,6220662
2016-09-28,126.25,126.4,125.73,126.22,6757652
2016-09-29,125.84,126.34,125.54,126.07,7448407
2016-09-30,126.52,126.55,125.24,125.64,11204261
2016-10-03,125.32,125.46,124.9,125.32,9044105
2016-10-04,123.16,123.18,120.86,120.97,24372722
2016-10-05,121.33,121.59,120.4,120.78,14718120
2016-10-06,119.69,119.98,119.24,119.66,17917672
2016-10-07,120.49,120.58,118.42,119.74,17907270
2016-10-10,120.16,120.42,119.92,120.16,4514368
2016-10-11,119.92,120.16,119.53,119.55,6065330
2016-10-12,119.72,120.07,119.29,119.74,4848622
2016-10-13,120.0,120.42,119.8,120.03,7184647
2016-10-14,119.37,120.16,119.29,119.36,6577309
2016-10-17,119.7,119.92,119.58,119.68,4777878
2016-10-18,120.08,120.64,119.82,120.42,4919730
2016-10-19,121.13,121.46,120.89,121.11,6019772
2016-10-20,121.39,121.59,120.63,120.74,6496724
2016-10-21,120.9,120.92,120.55,120.83,6707783
2016-10-24,121.28,121.3,120.16,120.56,5481119
2016-10-25,120.89,121.76,120.86,121.47,6141110
2016-10-26,121.37,121.53,120.61,120.79,3905914
2016-10-27,121.11,121.18,120.75,121.01,4335994
2016-10-28,121.2,122.48,120.81,121.58,11639887
2016-10-31,121.51,122.0,121.23,121.94,7722055
2016-11-01,122.8,123.21,122.57,122.73,13384307
2016-11-02,123.76,124.76,123.56,123.64,15692420
2016-11-03,123.36,124.33,123.35,124.3,10093107
2016-11-04,124.4,124.54,124.04,124.39,8594613
2016-11-07,122.66,122.71,121.88,122.15,10014986
2016-11-08,122.12,123.09,121.36,121.64,9480647
2016-11-09,124.3,124.35,121.1,121.56,18236450
2016-11-10,121.52,121.54,119.38,119.75,22267962
2016-11-11,119.65,119.69,116.23,117.1,20381828
2016-11-14,116.12,117.14,115.49,116.11,20729377
2016-11-15,116.46,117.24,116.29,117.12,9348572
2016-11-16,117.27,117.27,116.58,116.77,5486129
2016-11-17,116.91,117.22,115.44,116.17,10324091
2016-11-18,115.52,115.77,114.96,115.15,10444285
2016-11-21,115.72,115.94,115.29,115.58,6654155
2016-11-22,115.72,115.79,114.98,115.54,6391928
2016-11-23,113.87,113.88,112.65,113.25,20982117
2016-11-25,113.42,113.51,112.35,112.61,5345889
2016-11-28,113.23,113.84,112.77,113.8,5655402
2016-11-29,112.76,113.48,112.69,113.27,7438616
2016-11-30,112.69,112.79,111.5,111.75,10925538
2016-12-01,111.11,111.99,110.63,111.54,10236970
2016-12-02,111.89,112.32,111.78,112.14,7416468
2016-12-05,111.15,112.11,110.31,111.54,10187891
2016-12-06,111.69,112.03,111.19,111.43,5533689
2016-12-07,112.13,112.5,111.77,111.83,4901840
2016-12-08,111.72,111.87,111.46,111.57,5977792
2016-12-09,111.18,111.25,110.19,110.4,10507697
2016-12-12,110.59,111.11,110.27,110.82,6156717
2016-12-13,110.57,110.79,110.06,110.45,7961600
2016-12-14,110.95,110.98,108.52,108.83,12933647
2016-12-15,107.85,107.99,107.0,107.34,14427539
2016-12-16,107.95,108.78,107.48,108.05,10602807
2016-12-19,108.6,108.88,108.34,108.59,5339066
2016-12-20,107.47,108.0,107.29,107.79,7321100
2016-12-21,108.25,108.31,107.68,107.85,5188680
2016-12-22,107.68,108.1,107.49,107.59,4942759
2016-12-23,107.84,108.25,107.8,107.93,5012242
2016-12-27,108.61,108.67,108.24,108.56,3685504
2016-12-28,108.4,108.91,108.29,108.86,5091228
2016-12-29,109.23,110.53,109.16,110.29,7563896
2016-12-30,110.38,110.62,109.53,109.61,8873725
